Date,Open,High,Low,Close,Adj Close,Volume,No. of Trades,Ticker
2024-01-01,2581.050048828125,2606.0,2573.550048828125,2589.85009765625,2581.089111328125,67641,,RELIANCE.BO
2024-01-02,2587.64990234375,2614.89990234375,2573.5,2610.89990234375,2602.067626953125,86186,,RELIANCE.BO
2024-01-03,2608.10009765625,2634.0,2577.14990234375,2582.949951171875,2574.21240234375,107501,,RELIANCE.BO
2024-01-04,2589.39990234375,2609.75,2580.0,2597.39990234375,2588.613525390625,162584,,RELIANCE.BO
2024-01-05,2600.14990234375,2619.449951171875,2597.949951171875,2606.75,2597.931884765625,465515,,RELIANCE.BO
2024-01-08,2612.39990234375,2632.0,2568.300048828125,2586.10009765625,2577.351806640625,87501,,RELIANCE.BO
2024-01-09,2597.35009765625,2607.050048828125,2576.25,2580.60009765625,2571.870361328125,140422,,RELIANCE.BO
2024-01-10,2580.60009765625,2658.949951171875,2577.300048828125,2649.949951171875,2640.985595703125,458001,,RELIANCE.BO
2024-01-11,2655.699951171875,2724.949951171875,2655.699951171875,2718.39990234375,2709.2041015625,344195,,RELIANCE.BO
2024-01-12,2718.39990234375,2746.449951171875,2691.550048828125,2740.10009765625,2730.830810546875,606506,,RELIANCE.BO
2024-01-15,2746.89990234375,2792.64990234375,2732.0,2787.5,2778.070556640625,121727,,RELIANCE.BO
2024-01-16,2781.85009765625,2792.5,2741.0,2747.64990234375,2738.355224609375,153804,,RELIANCE.BO
2024-01-17,2729.85009765625,2772.0,2711.0,2722.800048828125,2713.58935546875,115862,,RELIANCE.BO
2024-01-19,2753.0,2753.0,2716.85009765625,2735.050048828125,2725.7978515625,483007,,RELIANCE.BO
2024-01-23,2732.14990234375,2742.75,2645.0,2656.0,2647.015380859375,102297,,RELIANCE.BO
2024-01-24,2660.0,2699.0,2649.0,2688.699951171875,2679.6044921875,273061,,RELIANCE.BO
2024-01-25,2684.5,2725.0,2670.050048828125,2710.35009765625,2701.181640625,2411115,,RELIANCE.BO
2024-01-29,2713.199951171875,2905.0,2713.199951171875,2896.14990234375,2886.352783203125,823950,,RELIANCE.BO
2024-01-30,2905.39990234375,2917.949951171875,2808.75,2814.85009765625,2805.328125,303348,,RELIANCE.BO
2024-01-31,2811.449951171875,2869.449951171875,2804.949951171875,2853.199951171875,2843.548095703125,108704,,RELIANCE.BO
2024-02-01,2871.199951171875,2885.25,2836.699951171875,2852.699951171875,2843.0498046875,88274,,RELIANCE.BO
2024-02-02,2864.449951171875,2949.89990234375,2864.449951171875,2914.75,2904.889892578125,653622,,RELIANCE.BO
2024-02-05,2921.199951171875,2940.0,2864.0,2877.050048828125,2867.317626953125,128072,,RELIANCE.BO
2024-02-06,2887.39990234375,2887.39990234375,2840.800048828125,2856.800048828125,2847.135986328125,115081,,RELIANCE.BO
2024-02-07,2870.0,2898.0,2858.449951171875,2883.39990234375,2873.64599609375,320512,,RELIANCE.BO
2024-02-08,2895.60009765625,2919.75,2856.699951171875,2902.949951171875,2893.1298828125,98849,,RELIANCE.BO
2024-02-09,2905.0,2944.14990234375,2902.60009765625,2922.300048828125,2912.41455078125,812171,,RELIANCE.BO
2024-02-12,2922.300048828125,2922.35009765625,2885.0,2902.949951171875,2893.1298828125,147206,,RELIANCE.BO
2024-02-13,2910.39990234375,2957.800048828125,2909.39990234375,2928.949951171875,2919.0419921875,322902,,RELIANCE.BO
2024-02-14,2911.39990234375,2966.60009765625,2911.39990234375,2962.60009765625,2952.578125,122707,,RELIANCE.BO
2024-02-15,2963.39990234375,2968.39990234375,2932.89990234375,2941.89990234375,2931.947998046875,81881,,RELIANCE.BO
2024-02-16,2945.050048828125,2953.300048828125,2917.35009765625,2921.35009765625,2911.4677734375,542931,,RELIANCE.BO
2024-02-19,2921.35009765625,2958.800048828125,2907.550048828125,2946.14990234375,2936.18359375,163441,,RELIANCE.BO
2024-02-20,2949.89990234375,2949.89990234375,2924.0,2940.75,2930.802001953125,104430,,RELIANCE.BO
2024-02-21,2943.85009765625,2977.0,2916.14990234375,2938.199951171875,2928.260498046875,103405,,RELIANCE.BO
2024-02-22,2937.949951171875,2969.10009765625,2916.0,2963.35009765625,2953.32568359375,212597,,RELIANCE.BO
2024-02-23,2971.39990234375,2996.14990234375,2965.25,2986.35009765625,2976.247802734375,653001,,RELIANCE.BO
2024-02-26,2989.75,2989.75,2964.550048828125,2974.35009765625,2964.28857421875,40874,,RELIANCE.BO
2024-02-27,2968.800048828125,2999.85009765625,2956.0,2970.39990234375,2960.3515625,83211,,RELIANCE.BO
2024-02-28,2964.89990234375,2982.0,2900.550048828125,2909.0,2899.159423828125,64333,,RELIANCE.BO
2024-02-29,2931.050048828125,2958.0,2909.550048828125,2924.75,2914.856201171875,192376,,RELIANCE.BO
2024-03-01,2916.699951171875,2999.0,2916.699951171875,2986.0,2975.89892578125,544407,,RELIANCE.BO
2024-03-04,2981.0,3024.800048828125,2975.050048828125,3011.60009765625,3001.412353515625,139795,,RELIANCE.BO
2024-03-05,3011.699951171875,3011.699951171875,2973.0,2998.300048828125,2988.157470703125,70928,,RELIANCE.BO
2024-03-06,2989.449951171875,3019.0,2957.0,3005.949951171875,2995.781494140625,110021,,RELIANCE.BO
2024-03-07,3002.14990234375,3005.89990234375,2951.25,2958.10009765625,2948.093505859375,387052,,RELIANCE.BO
2024-03-11,2984.699951171875,2984.699951171875,2927.35009765625,2931.199951171875,2921.2841796875,111587,,RELIANCE.BO
2024-03-12,2932.0,2976.300048828125,2932.0,2950.199951171875,2940.219970703125,83500,,RELIANCE.BO
2024-03-13,2955.449951171875,2965.949951171875,2855.85009765625,2864.699951171875,2855.00927734375,97957,,RELIANCE.BO
2024-03-14,2865.0,2897.35009765625,2851.0,2865.25,2855.557373046875,162637,,RELIANCE.BO
2024-03-15,2854.949951171875,2866.449951171875,2826.89990234375,2837.25,2827.652099609375,396001,,RELIANCE.BO
2024-03-18,2837.199951171875,2883.0,2833.64990234375,2878.35009765625,2868.61328125,146410,,RELIANCE.BO
2024-03-19,2865.60009765625,2873.60009765625,2835.0,2850.75,2841.1064453125,128206,,RELIANCE.BO
2024-03-20,2851.050048828125,2890.199951171875,2848.050048828125,2886.800048828125,2877.03466796875,152906,,RELIANCE.BO
2024-03-21,2891.39990234375,2915.0,2889.64990234375,2901.300048828125,2891.485595703125,77091,,RELIANCE.BO
2024-03-22,2897.050048828125,2920.0,2895.35009765625,2909.89990234375,2900.056396484375,562484,,RELIANCE.BO
2024-03-26,2888.60009765625,2905.25,2877.0,2884.14990234375,2874.393310546875,943865,,RELIANCE.BO
2024-03-27,2899.64990234375,2999.89990234375,2897.89990234375,2987.85009765625,2977.74267578125,471025,,RELIANCE.BO
